label,en,chs
LBL_PLOTLIM,Plot limitations,剧情限制
LBL_PLUGGED,Plugged,堵塞的
LBL_PLUGTYPEHD,Plug type headers,插头式集线器
LBL_PNTREQ,Painting requirements,油漆要求
LBL_PNTTROLRAILINC,Are painters trolley and rail included,是否包括油漆工的手推车和轨道
LBL_POINT,Point,观点
LBL_POINTNUM,Point number,点数
LBL_POINTNUM2,Point Number,点号
LBL_POISSONSRATIO,Poissons ratio,泊松比率
LBL_PORTDIA,Port diameter,端口直径
LBL_PORTDP,Port pressure drop,端口压降
LBL_PORTGEO,Port Geometry,端口的几何形状
LBL_PORTPRESSDROPINOUT,"Port pressure drop, In/Out",端口压降，输入/输出
LBL_PORTVEL,Port Velocities,港口速度
LBL_PORTVELINOUT,"Port velocity, In/Out",端口速度，输入/输出
LBL_PORTVELOCITY,Port velocity,港口速度
LBL_POSINBUND,Position In The Bundle,捆绑在一起的位置
LBL_POSTWELD,Post weld heat treatment (yes or no),焊后热处理（是或不是）
LBL_PPM,ppm,ppm
LBL_PPMCACO3,ppm CaCO3,ppm CaCO3
LBL_PRANDTLNO,Prandtl no.,Prandtl不。
LBL_PRES2,Pres.,负责人。
LBL_PRESBRN,Press. @ burner,新闻。 @燃烧器
LBL_PRESDROP,Pres. drop,跌倒总统
LBL_PRESDROPBRNR,Pressure drop across burner,燃烧器上的压降
LBL_PRESDROPCNST,Pressure drop constant,压降常数
LBL_PRESDROPOPENREG,Pressure drop (open register),压降（开放的寄存器）
LBL_PRESS,Pressure,压力
LBL_PRESSDROP,Pressure drop,压降
LBL_PRESSDROPMON,Pressure Drop Monitor,压降监测器
LBL_PRESSDROPPER,Pressure Drops  (Percent of Total),压力下降（占总数的百分比）
LBL_PRESSDROPPER2,"Pressure Drop, % of Total",压降，占总量的百分比
LBL_PRESSDROPREFLUX,"Pressure Drop, A-frame reflux section",压降，A型架回流部分
LBL_PRESSDROPTOTALLOW,"Pressure drop, Total/Allowed",压降，总/允许
LBL_PRESSDROPTOTALLOW2,"Pressure drop, Total/Allow",压降，总/允许
LBL_PRESSET,Pressure set,压力设置
LBL_PRESSINAVG,"Pressure, In/Average",压力，进口/平均
LBL_PRESSINAVG2,"Pressure, Inlet/Average",压力，进口/平均
LBL_PRESSINOUT,"Pressure, Inlet/Outlet",压力，进口/出口
LBL_PRESSINOUT2,"Pressure, In/Out",压力，进/出
LBL_PROBLEM,Problem,问题
LBL_PROCCOEF,Process coefficient,过程系数
LBL_PROCCOND,Process Conditions,过程条件
LBL_PROCCONDDATA,Process Conditions Data,工艺条件数据
LBL_PROCDATA,Process Data,工艺数据
LBL_PROCDESCOND,Process Design Conditions,工艺设计条件
LBL_PROCESS,Process,过程
LBL_PROCFILM,Process film coefficient,加工薄膜系数
LBL_PROCFLUID,Process Fluid,工艺流体
LBL_PROCFLUIDMASSVEL,Process fluid mass velocity,工艺流体的质量速度
LBL_PROCFLUIDTEMP,Process fluid temperature,工艺流体温度
LBL_PROCFOULDATA,Process Fouling Data,工艺污损数据
LBL_PROCHTC,Process HTC,工艺HTC
LBL_PROCINLET,Process inlet,过程入口
LBL_PROCMETHS,Process Methods,工艺方法
LBL_PROCOUTLET,Process outlet,加工出口
LBL_PROCPASS,Process pass,流程通行证
LBL_PROCREYN,Process reynolds,过程雷诺兹
LBL_PROCTEMP,Process temperature,工艺温度
LBL_PROGMESS,Program Messages,程序消息
LBL_PROGRAMDECIDES,Program decides,方案决定
LBL_PROGRAMSET,Program set,程序集
LBL_PROPCONSTS,Property constants,属性常数
LBL_PROPERTIES,Properties,财产
LBL_PROPERTYDATA,Property Data,财产数据
LBL_PROPHIST,Proposed history,拟议的历史
LBL_PROPPROFMON,Properties Profile Monitor,属性配置文件监控
LBL_PROVOPER,Provision for operation (Manual or Automatic),规定操作（手动或自动）。
LBL_PT1METALTEMP,Plate type 1 metal temperature,板块类型1金属温度
LBL_PT2METALTEMP,Plate type 2 metal temperature,板块类型2金属温度
LBL_PUROWNER,Purchaser / owner,购买者/所有者
LBL_RADCOEF,Radiation coefficient,辐射系数
LBL_RADCONVERGENCE,Radiant Section Convergence Parameters,辐射段收敛参数
LBL_RADIAL,Radial,径向
LBL_RADIAL2,RADIAL,RADIAL
LBL_RADIALZONE,Radial zone,辐射区
LBL_RADIANT,Radiant,辐射
LBL_RADIANTBOX,Radiant box,辐射箱
LBL_RADIANTBOXPROCCOND,Radiant box process conditions,辐射箱工艺条件
LBL_RADIANTEXAREA,Radiant exchange area,辐射交换区
LBL_RADIANTFEED,Radiant Feed,辐射饲料
LBL_RADIANTFG,Radiant flue gas,辐射烟道气
LBL_RADIATFRAC,Radiative fraction,辐射分量
LBL_RADIATION,Radiation,辐射
LBL_RADIATIVE,Radiative,辐射性
LBL_RADIUSBRNRCIRC,Radius of burner circle,燃烧器圆的半径
LBL_RADIUSBRNRNOZZ,Radius of burner nozzle,燃烧器喷嘴的半径
LBL_RADIUSINSURF,Radius of inside surface,内表面的半径
LBL_RADIUSTUBECIRC,Radius of tube circle,管圆的半径
LBL_RADLOSS,"Radiation loss, % of heat release (LHV)",辐射损失，占释放热量的百分比（LHV）。
LBL_RADPOSSHELLOUTNOZ,Radial position on shell outlet nozzle,壳体出口喷嘴的径向位置
LBL_RADPOSSINNOZ,Radial position on shell inlet nozzle,壳体入口喷嘴的径向位置
LBL_RADPROC,Radiant process,辐射过程
LBL_RADSECT,Radiant section,辐射部分
LBL_RATE,Rate,速率
LBL_RATING,Rating,评价
LBL_RATIO,Ratio,比率
LBL_RATIOCLEARDIA,"Ratio, ground clearance to fan diameter",比率，离地间隙与风扇直径
LBL_RATIOFANBAYAREA,"Ratio, fan area to bay face area",比率，风扇面积与舱面面积之比
LBL_RATIOFANBUNDAREA,"Ratio, Fan/bundle face area",比率，风扇/捆绑面面积
LBL_RATIOSINKENVAREA,Ratio of sink to envelope area,水槽与围护结构面积之比
LBL_RATIOVAPSPECHEAT,Ratio of vapor specific heats,蒸汽比热的比率
LBL_REDISTRIBUTOR,Redistributor,再分配器
LBL_REINDISTRIBUTOR,Re-Inlet Distributor,再进水分配器
LBL_REDISTR,Redist.,重新整理。
LBL_REINDISTR,Re-Inlet Dist.,再进水区。
LBL_REARHEAD,Rear head,后端
LBL_REARHEADSUPPPLATE,Rear head support plate,后端支撑板
LBL_REBOILERDATA,Reboiler Data,再沸器数据
LBL_REBPIPEINFO,Reboiler Piping Information,再沸器管道信息
LBL_RECTFINLEN,Rectangular fin height,矩形翅片高度
LBL_RECTFINWID,Rectangular fin width,矩形翅片宽度
LBL_REFDESBAS,Refractory design basis,耐火材料的设计基础
LBL_REFLUXCOND,Reflux condenser,回流冷凝器
LBL_REFPRESS,Reference pressure,参考压力
LBL_REFRACT,Refract.,折射。
LBL_REFRACTORY,Refractory,耐火材料
LBL_REFTEMP,Reference temperature,参考温度
LBL_REGION,Region,地区
LBL_REGNUM,Region number,地区编号
LBL_RELBOXHEAT,Relative heat into box,入箱的相对热量
LBL_RELEASECOMP,Released to the following HTRI Member Company:,发布给以下HTRI会员公司
LBL_RELHUM,Relative humidity,相对湿度
LBL_REMARKS,Remarks,备注
LBL_REMLIFE,"Remaining life, fraction",剩余寿命，分数
LBL_REMREQ,Remarks and special requirements,备注和特殊要求
LBL_REQEMIS,Required emissions:  PPMV (d) (Corrected to 3% O2),要求的排放。 PPMV (d) (校正为3%的O2)
LBL_REQOAU,Req'd overall coeff,要求的总体系数
LBL_REQTUBELIFE,Required tube life,所需的管子寿命
LBL_REQTURNDOWN,Required turndown,所需的转差率
LBL_REQU,Required U,所需的U
LBL_RESTIME,Residence time,居住时间
LBL_RESULTS,Results,结果
LBL_RETBRNDS,Return bends,回程弯道
LBL_REVISION,Revision,修订版
LBL_REVMASSFLOW,Reverse mass flows,逆向质量流
LBL_REY,Reynolds,雷诺兹
LBL_REYNO,Reynolds no.,雷诺兹没有。
LBL_REYNUM,Reynolds number,雷诺数
LBL_RF,RF,射频
LBL_RHOVSQ,RHO-V-SQ,RHO-V-SQ
LBL_RIGHT,Right,对
LBL_RIGHTSIDE,Right side,右侧
LBL_RINGID,Ring ID,戒指ID
LBL_RINGTHICK,Ring Thickness,环厚
LBL_RODBAFFLE,Rods,杆件
LBL_RODOD,ROD OD,ROD OD
LBL_ROOF,Roof,屋顶
LBL_ROOFOPENDIA,Roof opening diameter,屋顶开口直径
LBL_ROOFOPENINDIA,Roof opening inside diameter,屋顶开口内径
LBL_ROOFOPENLEN,Roof opening length,屋顶开口长度
LBL_ROOFOPENOUTDIA,Roof opening outside diameter,屋顶开口外径
LBL_ROOFOPENWID,Roof opening width,屋顶开口宽度
LBL_ROOFSURFACE,Roof surface,屋顶表面
LBL_ROOTDIA,Root diameter,根部直径
LBL_ROW,Row,行
LBL_ROWCORR,Row Correction,行数校正
LBL_ROWS,Rows,行数
LBL_ROWSIMPROD,Rows of impingement rods,成排的撞击杆
LBL_RS,RS,ǞǞǞ
LBL_RUNCANCEL,Run Cancelled,取消的运行
LBL_RUNFAILED,Run Failed,运行失败
LBL_RUNFATALMSGS,See Runtime Message Report for Fatal Messages.,参见《致命信息的运行时信息报告》。
LBL_RUNINFOMSGS,See Runtime Message Report for Informative Messages.,见运行时信息报告中的信息性消息。
LBL_RUNLEN,Run length,运行长度
LBL_RUNLOG,Run Log,运行日志
LBL_RUNNOMSGS,No Runtime Messages.,没有运行时消息。
LBL_RUNNOTRUN,Not Run,不运行
LBL_RUNTIMEMESS,Runtime Messages,运行时消息
LBL_RUNUNCONV,Run Unconverged,运行非混合型
LBL_RUNWARNINGMSGS,See Runtime Message Report for Warning Messages.,警告信息见运行时信息报告。
LBL_RUPDESRES,"Rupture design results (3), (4)",破裂设计结果（3），（4）。
LBL_RUPEXPSOR,Rupture exponent at Start of Run,运行开始时的断裂指数
LBL_RUPSTRESS,Rupture stress,断裂应力
LBL_RUPSTRESSCRV,Rupture stress curve,破裂应力曲线
LBL_RUPSTRMINAVG,Rupture strength (minimum or average),破裂强度（最小或平均）
LBL_RVSQ,R-V-SQ,R-V-SQ
LBL_SAFEINSYS,Safety interlock system for atomizing medium & oil,雾化介质和油的安全联锁系统
LBL_SCANCONNSIZE,Scanner connection:size / No.,扫描仪连接：尺寸/编号。
LBL_SEALLEAKCLEAR,Seal leakage clearance,密封泄漏间隙
LBL_SECONDVALUE,Second value,第二个值
LBL_SECTION,Section,科目
LBL_SEENEXTPAGEFORTUBEINFO,See Next Page For Tube Information.,见下页的管子信息。
LBL_SEEREPORT,See %s Report for ,请参阅报告以了解
LBL_SEISMICZN,Seismic zone,地震区
LBL_SELFSUPP,Self-supported or guyed,自身支撑的或悬挂的
LBL_SENSLIQH,Sensible liquid h,感性液体h
LBL_SENSVAPORH,Sensible vapor h,感应蒸汽h
LBL_SERIES,Series,系列
LBL_SERISUMM,Series Summary,系列摘要
LBL_SERVICE,Service,服务
LBL_SETLOSSES,Setting losses,设置损失
LBL_SHADAREATUBEFLUID,Shaded areas contain values for tubeside fluid,阴影区域包含管状流体的数值
LBL_SHAFT,Shaft,轴线
LBL_SHAREDTUBES,Shared tubes?,共用管？
LBL_SHEET,Sheet,钣金
LBL_SHELL,Shell,壳
LBL_SHELLACOUFREQ,Shell acoustic frequency,壳体声学频率
LBL_SHELLCOND,Shellside condition,壳边情况
LBL_SHELLCONSINFO,Shell Construction Information,壳体结构信息
LBL_SHELLDATA,Shell Data,壳牌数据
LBL_SHELLDELTAP,Shellside delta P,壳侧三角洲P
LBL_SHELLDIA,Shell diameter,外壳直径
LBL_SHELLENT,Shell ent.,壳牌公司。
LBL_SHELLENTREXITPARA,Shell Entrance/Exit Parameters,壳体入口/出口参数
LBL_SHELLEXPJOINT,Shell expansion joint,壳体膨胀节
LBL_SHELLFLOWREG,Shellside Flow Region,壳侧流动区域
LBL_SHELLFLUID,Shellside fluid,壳边液
LBL_SHELLGEO,Shell Geometry,壳的几何形状
LBL_SHELLH,Shell h,壳h
LBL_SHELLHEATTRANCORR,Shellside Heat Transfer Corrections,壳侧传热校正
LBL_SHELLID,Shell ID,壳内径
LBL_SHELLIN,Shell inlet,壳体进气口
LBL_SHELLINCMON,Shellside Incremental Monitor,壳侧增量监测器
LBL_SHELLINFO,Shell Information,壳牌信息
LBL_SHELLNOZZ,Shell Nozzles,外壳喷嘴
LBL_SHELLORIANG,Shell orientation angle (deg),壳倾角（度）
LBL_SHELLORIENT,Shell orientation,壳朝向
LBL_SHELLOUT,Shell outlet,壳体出口
LBL_SHELLPASS,Shell pass,壳通
LBL_SHELLPERF,Shellside Performance,壳边性能
LBL_SHELLSERI,Shells Series,壳串联
LBL_SHELLSIDE,Shellside,壳侧
LBL_SHELLSIDEH,Shellside h,壳侧h
LBL_SHELLSIDEINLET,Shellside inlet,壳侧进口
LBL_SHELLSIDELIQOUT,Shellside outlet liquid,壳侧出口液体
LBL_SHELLSIDEOUTLET,Shellside outlet,壳侧出口
LBL_SHELLTYPE,Shell type,壳类型
LBL_SHIELDVTWALLS,Shielded vertical walls,屏蔽的垂直墙
LBL_SHOCKTUBEDUTY,Shock tube duty,减震管职责
LBL_SHORTOPERCOND,SHORT TERM OPERATING CONDITIONS,短期运行条件
LBL_SHROUDDATA,Shroud Data,护罩数据
LBL_SHROUDGEO,Shroud Geometry,护罩的几何形状
LBL_SHROUDINFO,Shroud Information,裹尸布信息
LBL_SHROUDPRESENT,Shroud present,裹尸布存在
LBL_SIDE,Side,侧面
LBL_SIGHTPORT,Sight port,视口
LBL_SINGLEINCRMETHOD,Single increment method,单一增量法
LBL_SINK,Sink,水槽
LBL_SINKEMIS,Sink emissivity,水槽发射率
LBL_SINKFB,Sink FR/BK,水槽FR/BK
LBL_SINKTEMP,Sink temperature,水槽温度
LBL_SINNOZDISTNEARESTTUBE,Shell inlet distance from nearest tubesheet,壳体进口与最近的管板的距离
LBL_SIZE,Size,尺寸
LBL_SIZEMODNO,Size / model no,尺寸/型号编号
LBL_SIZENETAREA,Size or net free area,尺寸或净自由面积
LBL_SIZENO,Size / No.,尺寸/编号
LBL_SIZESCHTHK,Size / schedule or thickness,尺寸/时间表或厚度
LBL_SKINTEMP,Skin temperature,表面温度
LBL_SKINTEMPMAXMIN,"Skin temperature, Max/Min",表面温度，最高/最低
LBL_SKINTEMPMINMAX,"Skin temperature, Min/Max",表面温度，最低/最高
LBL_SLIQOUTNOZDISTNEARESTTUBE,Shell liquid outlet distance from nearest tubesheet,外壳液体出口与最近的管板的距离
LBL_SLOTAREA,Slot area,槽位面积
LBL_SMALL,Small,小型
LBL_SNDMETTHK,Sound metal thickness @ final conditions,最终条件下的健全金属厚度
LBL_SNGPASS,Single pass,单次通过
LBL_SNGPASSFLOW,Single-pass flow,单程流
LBL_SNGSEG,Single-Segmental,单弓形
LBL_SNGSEG2,Single-Seg.,单弓形
LBL_SNGZNMON,Single Zone Firebox Monitor,单区火箱监控
LBL_SNOWLOAD,Snow load,雪载荷
LBL_SNUFFSTM,Snuffing steam / purge,嗤之以鼻的蒸汽/吹扫
LBL_SOOTBLWR,Sootblowers,吹灰之力
LBL_SOUTNOZDISTNEARESTTUBE,Shell outlet distance from nearest tubesheet,壳体出口与最近的管板的距离
LBL_SOX,SOx,硫氧化物
LBL_SPACING,Spacing,株距
LBL_SPAN,Span,延伸
LBL_SPCEQ,Special equipment,特殊设备
LBL_SPCFRLASTBRN,Space Fr. Last Brn.,空间 Fr. Last Brn.
LBL_SPCSTUDPLN,Spacing (studs / plane),间隔(螺柱/平面)
LBL_SPCTUBECW,"Spacing tube cent. to furnace wall, (min.)",与炉壁的间距管分，(最小)
LBL_SPEC_ACTAIRSUPP,Actuator air supply,执行器空气供应
LBL_SPEC_ACTCONTROL,Action control,动作控制
LBL_SPEC_ACTCONTSIGNALFAIL,Action on control signal failure,控制信号失效时的动作
LBL_SPEC_ACTTYPE,Action type,动作类型
LBL_SPEC_ACTUAL,Actual,实际
LBL_SPEC_ADDRESS,Address,地址
LBL_SPEC_AIRFLOWRATEFAN,Actual air flow rate/fan,实际空气流量/风扇
LBL_SPEC_AIRFLOWRATEITEM,Std. air flow rate/item,标准空气流量/单元
LBL_SPEC_AIRINLETTEMP,Air inlet temperature,空气进口温度
LBL_SPEC_AIROUTLETTEMP,Air outlet temperature,空气出口温度
LBL_SPEC_AIRRECIR,Air recirculation,空气再循环
LBL_SPEC_ALTITUDE,Altitude,海拔
LBL_SPEC_ANGLE,Angle,角度
LBL_SPEC_API661AIRCOOLEDSPEC,API 661 Air-Cooled Heat Exchanger - Specification Sheet,API 661 风冷式热交换器 - 规格表
LBL_SPEC_API662PLATESPEC,API 662 Plate Heat Exchanger Specification Sheet,API 662 板式热交换器规格表
LBL_SPEC_AREAFRAME,Area/Frame,面积/框架
LBL_SPEC_AREAPERUNIT,Area Per Unit,每组面积
LBL_SPEC_ASMECODE,"ASME Code, Sec. VIII, Div. 1","ASME Code, Sec. VIII, Div."
LBL_SPEC_AVGFILECOEFF,Average Film Coefficient,平均薄膜系数
LBL_SPEC_BAFFCROSS,Baffles-Cross,折流板
LBL_SPEC_BAFFLONG,Baffles-Long,纵向挡板
LBL_SPEC_BARETUBE,Bare tube,基管
LBL_SPEC_BARETUBECLEAN,"Bare tube, clean",基管，清洁
LBL_SPEC_BARETUBESERV,"Bare tube, service",基管，实际
LBL_SPEC_BASICDESIGNDATA,Basic design data,基本设计数据
LBL_SPEC_BAY,Bay,跨
LBL_SPEC_BAYSIZE,Bay size (WxL),跨尺寸（宽x长）
LBL_SPEC_BLADEMAT,Blade material,叶片材料
LBL_SPEC_BUNDENTR,Bundle Entrance,管束进口
LBL_SPEC_BUNDEXIT,Bundle Exit,管束出口
LBL_SPEC_BUNDINPARA,Bundles in parallel,并联的管束
LBL_SPEC_BUNDINSERI,Bundles in series,串联的管束
LBL_SPEC_BUNDLE,Bundle,管束
LBL_SPEC_BUNDWEI,Bundle weight,管束重量
LBL_SPEC_BY,By,通过
LBL_SPEC_BYPASSSEALARR,Bypass Seal Arrangement,旁路挡板数量
LBL_SPEC_CALCULATED,Calculated,计算
LBL_SPEC_CHANNBONNET,Channel or Bonnet,管箱 / 封头
LBL_SPEC_CHANNCOV,Channel Cover,管箱封头 / 盖板
LBL_SPEC_CHEMCLEAN,Chemical Cleaning,化学清洗
LBL_SPEC_CLEAN,Clean,清洁
LBL_SPEC_CODEREQ,Code Requirements,标准规范
LBL_SPEC_COLDSIDE,Cold Side,冷侧
LBL_SPEC_CONNECTEDIN,Connected In,连接方式
LBL_SPEC_CONNECTIONS,Connections,连接
LBL_SPEC_CONSONESHELL,CONSTRUCTION OF ONE SHELL,单壳结构
LBL_SPEC_CONTINUED,continued,继续
LBL_SPEC_CONTRACTNO,Contract No.,合同编号
LBL_SPEC_CONTROLSAIRSIDE,Controls - Air Side,控制 - 空气侧
LBL_SPEC_CORRALLOW,Corrosion Allowance,腐蚀裕量
LBL_SPEC_CORRALLOWCARBSTE,Corrosion Allowance - Wetted Carbon Steel only,腐蚀裕量 - 仅限湿润的碳钢
LBL_SPEC_CORRLMTD,Corrected LMTD,修正后的对数平均温差
LBL_SPEC_CRITPRESS,Critical Pressure,临界压力
LBL_SPEC_CROSSBAFFTYPE,Cross Baffle Type,折流板类型
LBL_SPEC_CROSSFLOW,Crossflow,错流
LBL_SPEC_CUSTOMER,Customer,用户
LBL_SPEC_CUSTOMERSPEC,Customer Specifications,用户要求
LBL_SPEC_CYCLE,Cycle,循环
LBL_SPEC_DATE,Date,日期
LBL_SPEC_DEG,deg,度
LBL_SPEC_DEG2,Deg.,度
LBL_SPEC_DEGCONTROUTPROCTEMP,Degree control of outlet process temp.,出口温度的控制
LBL_SPEC_DEGREES,degrees,度数
LBL_SPEC_DEN,Density,密度
LBL_SPEC_DESMATCONST,"Design, Material, and Construction",设计、材料和建造
LBL_SPEC_DESMDMTTEMP,Design/MDMT Temperature,设计温度/最低设计金属温度
LBL_SPEC_DESPRESS,Design Pressure,设计压力
LBL_SPEC_DESPRESS2,Design pressure,设计压力
LBL_SPEC_DESTEMP,Design Temperature,设计温度
LBL_SPEC_DESTEMP2,Design temperature,设计温度
LBL_SPEC_DESTESTPRESS,Design/Test Pressure,设计/试验压力
LBL_SPEC_DEWBUBPOINT,Dew/bubble point,露点/泡点
LBL_SPEC_DIA,Diameter,直径
LBL_SPEC_DRAIN,Drain,排液
LBL_SPEC_DRIVER,Driver,驱动器
LBL_SPEC_DRY,Dry,干
LBL_SPEC_ENCLOSURE,Enclosure,附文
LBL_SPEC_EXPJOINT,Expansion Joint,膨胀节
LBL_SPEC_FACEVEL,Face velocity,迎风面速度
LBL_SPEC_FAN,Fan,风扇
LBL_SPEC_FANNOISELEVEL,Fan noise level,风扇噪音水平
LBL_SPEC_FANPITCH,Fan pitch,风扇间距
LBL_SPEC_FILLWITHWATER,Filled with Water,充水
LBL_SPEC_FIN,Fin,翅片
LBL_SPEC_FINDEN,Fin density,翅片密度
LBL_SPEC_FINMATTYPE,Fin material and type,翅片材料和类型
LBL_SPEC_FINTHICK,Fin thickness,翅片厚度
LBL_SPEC_FIXMOVECOVER,Fixed and Movable Covers,固定和可动的封头
LBL_SPEC_FLAMMABLESERVICE,Flammable service,可燃用途
LBL_SPEC_FLOAHEAD,Floating Head,浮头
LBL_SPEC_FLOAHEADCOV,Floating Head Cover,浮头盖
LBL_SPEC_FLOWDIR,Flow Direction,流动方向
LBL_SPEC_FLOWFRAC,Flow Fractions,流动分量
LBL_SPEC_FLUIDALLOC,Fluid Allocation,流体分配
LBL_SPEC_FLUIDNAME,Fluid Name,流体名称
LBL_SPEC_FLUIDNAME2,Fluid name,流体名称
LBL_SPEC_FLUIDQUANTOT,"Fluid Quantity, Total",流体数量，总计
LBL_SPEC_FOULING,Fouling,污垢
LBL_SPEC_FOULRESMIN,Fouling Resistance (min),污垢热阻（最小）
LBL_SPEC_FRAMESIZELWH,"Frame Size: L x W x H,",框架尺寸：长x宽x高
LBL_SPEC_FRAMEUNIT,Frames/Unit,框架数/组
LBL_SPEC_FROM,From,自
LBL_SPEC_FSTRSEALRODNO,Passlane Seal Rod No.,隔板区域密封挡杆数
LBL_SPEC_GASKETMAT,Gasket material,垫片材料
LBL_SPEC_GASKETS,Gaskets,垫片
LBL_SPEC_GASKSHELL,Gaskets-Shell Side,垫片-壳侧
LBL_SPEC_GASKTYPE,Gasket Type,垫片类型
LBL_SPEC_GLUE,Glue,胶水
LBL_SPEC_HEADER,Header,封头
LBL_SPEC_HEADSURFPREP,Header surface prep.,封头表面预处理。
LBL_SPEC_HEATCOIL,Heating Coil,加热盘管
LBL_SPEC_HEATCOILSTAMP,Heating coil code stamped,加热盘管盖章
LBL_SPEC_HEATEXCHANGED,Heat Exchanged,热负荷
LBL_SPEC_HEATEXCHANGED2,Heat exchanged,热负荷
LBL_SPEC_HEATEXCHRATDATASHEET,HEAT EXCHANGER RATING DATA SHEET,热交换器核算数据表
LBL_SPEC_HEATEXCHSPECSHEET,HEAT EXCHANGER SPECIFICATION SHEET,热交换器规格表
LBL_SPEC_HEATFLUID,Heating fluid,加热流体
LBL_SPEC_HEATFLUIDFLOWRATE,Heating fluid flow rate,加热流体的流速
LBL_SPEC_HOTSIDE,Hot Side,热侧
LBL_SPEC_HUBMAT,Hub material,Hub材料
LBL_SPEC_ID,ID,内径
LBL_SPEC_IMPPLATE,Impingement Plate,防冲板
LBL_SPEC_IN,In,进
LBL_SPEC_INLET,Inlet,进口
LBL_SPEC_INLETOUTLETNOZZ,Inlet/Outlet nozzle,进口/出口管嘴
LBL_SPEC_INLETPRESS,Inlet Pressure,进口压力
LBL_SPEC_INLETPRESS2,Inlet pressure,进口压力
LBL_SPEC_INOUT,In/Out,进/出
LBL_SPEC_INQUIRYNO,Inquiry No.,查询号
LBL_SPEC_INSIDEFOULRES,Inside fouling resistance,内部污垢热阻
LBL_SPEC_INTERM,Intermediate,中间
LBL_SPEC_ITEMNO,Item No.,项目编号
LBL_SPEC_JOBNO,Job No.,任务编号
LBL_SPEC_KETTID,Kettle ID,釜内径
LBL_SPEC_LADDWALKPLAT,"Ladders, walkways, platforms",梯子、走道、平台
LBL_SPEC_LATHEAT,Latent Heat,潜热
LBL_SPEC_LATHEAT2,Latent heat,潜热
LBL_SPEC_LAYOUT,Layout,布局
LBL_SPEC_LENGTH,Length,长度
LBL_SPEC_LETHALSUBSTANCE,Lethal/toxic service,致命/有毒用途
LBL_SPEC_LIQ,Liquid,液相
LBL_SPEC_LIQOUT,Liq. Out,液相出
LBL_SPEC_LIQVAP,Liquid/Vapor,液相/汽相
LBL_SPEC_LIQVAP2,Liq/Vap,液相/汽相
LBL_SPEC_LMTD,LMTD,对数平均温差
LBL_SPEC_LOUVER,Louver,百叶
LBL_SPEC_LOUVERS,Louvers,百叶
LBL_SPEC_MANUF,Manufacturer,制造商
LBL_SPEC_MASSVEL,Mass velocity,质量速度
LBL_SPEC_MAT,Material,材料
LBL_SPEC_MATCONSTR,Materials of Construction,建造材料
LBL_SPEC_MAXCOOLING,"(Max. Cooling),+/-","(最大制冷量),+/-"
LBL_SPEC_MAXPLATECAP,Max Plate Capacity,最大板片容量
LBL_SPEC_MECHEQUIP,Mechanical Equipment,机械设备
LBL_SPEC_METAL,Metal,金属
LBL_SPEC_MINDESAMBTEMP,Minimum design ambient temp.,最小设计环境温度。
LBL_SPEC_MINDESMETTEMP,Min. design metal temp.,最小设计金属温度。
LBL_SPEC_MINWALLTHK,Min. Wall Thk.,最低壁厚
LBL_SPEC_MODELNO,Model no.,型号
LBL_SPEC_MODELNUM,Model Number,型号
LBL_SPEC_MOLWEIGHTNONCOND,"Molecular Weight, Noncondensables",分子量，不凝气
LBL_SPEC_MOLWEIGHTNONCOND2,Molecular Weight Noncondensables,分子量，不凝气
LBL_SPEC_MOLWEIGHTVAP,"Molecular Weight, Vapor",分子量，汽相
LBL_SPEC_MOLWEIGHTVAP2,Molecular Weight Vapor,分子量，汽相
LBL_SPEC_MOLWTVAPNONCOND,Molecular Wt. (Vap/Non-cond),分子量（汽/不凝气）
LBL_SPEC_MTDCORR,MTD (Corrected),平均温差 (修正后)
LBL_SPEC_MTDEFF,"MTD, Eff.",有效平均温差
LBL_SPEC_NO,No.,数量
LBL_SPEC_NOBAY,No./Bay,数量/跨
LBL_SPEC_NOBAYITEM,No. of bays/Items,跨数/单元数
LBL_SPEC_NOBLADE,No. of blades,叶片数
LBL_SPEC_NOBUND,No./Bundle,数量/管束
LBL_SPEC_NOCROSSPASS,No. of Crosspasses,错流数
LBL_SPEC_NOMPLATEGAP,Nominal Plate Gap,板片波纹深度
LBL_SPEC_NONCOND,Noncondensables,不凝气
LBL_SPEC_NONGLUE,Nonglue,非胶粘
LBL_SPEC_NOPASS,No. of passes,程数
LBL_SPEC_NOPASSNOCHANNPERPASS,No. Passes/ No. Channels Per Pass,程数/每程的通道数
LBL_SPEC_NOPASSPERSHELL,No Passes per Shell,程数
LBL_SPEC_NOTES,Notes,备注
LBL_SPEC_NOTUBES,No. of tubes,换热管数量
LBL_SPEC_NOZZLE,Nozzle,管嘴
LBL_SPEC_NUMTUBEROW,Number of tube rows,换热管行数
LBL_SPEC_OD,OD,外径
LBL_SPEC_ORDERNO,Order No.,订单号
LBL_SPEC_ORIEN,Orientation,方位
LBL_SPEC_OUT,Out,出
LBL_SPEC_OUTLET,Outlet,出口
LBL_SPEC_OUTSIDEDIA,Outside diameter,外径
LBL_SPEC_OVERALLFOULALLOW,Overall Fouling Allowance,总体污垢允许值
LBL_SPEC_OVERDESIGN,Overdesign,设计裕量
LBL_SPEC_PAGE,Page,页码
LBL_SPEC_PAIRSEALSTR,Pairs seal strips,成对的密封条
LBL_SPEC_PARALLEL,Parallel,并联
